cmip,model,x,y
5,ACCESS1.0,0.4242790806571195,3.820244363826947
5,BCC-CSM1.1,0.47422640184180764,2.835418833375644
5,BNU-ESM,-0.5656924337612672,4.019158484354655
5,CCSM4,-1.1295508643227845,2.9529329391629067
5,CNRM-CM5,-1.3558746634409022,3.2323872151204216
5,CSIRO-Mk3.6.0,0.8710734771920241,4.053839476550408
5,CanAM4,0.44496039333515425,3.717347866320539
5,FGOALS-g2,-0.816989893471729,3.3421625871119374
5,FGOALS-s2,-0.07558434463651587,4.160748650839796
5,GFDL-CM3,0.47695789596909544,3.99135636664401
5,GISS-E2-R,-1.8522261677137395,2.1349201149754733
5,HadGEMS2-A,0.3524798064541308,4.565169146610107
5,INM-CM4,-0.5083310570882271,2.0985194041584436
5,IPSL-CM5A-LR,2.065516837710228,4.111450050363188
5,IPSL-CM5B-LR,1.270261833222773,2.6181610475543144
5,MIROC-ESM,0.9487259530963441,4.634817750771826
5,MIROC5,-0.6804151871073476,2.7035737390777395
5,MPI-ESM-LR,1.1071526124790259,3.6241964410013674
5,MRI-CGCM3,-0.8813751121863658,2.619020906864953
5,NorESM1-M,-0.5032582822804073,2.8176484076224484
