title,units,units_tex,label,label_tex
Brient and Schneider (2016),% K-1,\% \mathrm{K}^{-1},Deseason. 𝛿𝛼_c/𝛿<T>,\mathrm{Deseason.}\ \delta\alpha_c/\delta{\langle}T\rangle
